id,label,hierarchy,description
1738,"Regulação de Sinistros, Serviços Atuariais","Serviços Financeiros > Seguro > Regulação de Sinistros, Serviços Atuariais",Este setor inclui entidades que fornecem principalmente serviços relacionados ao seguro (exceto agências de seguros e corretoras).
1737,Agências de Seguros e Corretoras,Serviços Financeiros > Seguro > Agências de Seguros e Corretoras,Esse setor inclui entidades que atuam principalmente como agentes (como corretores) na venda de anuidades e apólices de seguro.
1725,Seguradoras,Serviços Financeiros > Seguro > Seguradoras,"Esse setor inclui entidades que fornecem principalmente a subscrição (assumindo o risco, a atribuição de prêmios e assim por diante) anuidades e apólices de seguro e investindo prêmios para criar um portfólio de ativos financeiros a serem usados contra reivindicações futuras."
75,Administração Governamental,Administração Governamental,"Esse setor inclui entidades de agências governamentais federais, estaduais e locais que administram, supervisionam e gerenciam programas públicos;"
73,Administração da Justiça,Administração Governamental > Administração da Justiça,"Essa indústria inclui entidades governamentais que administram justiça, incluindo tribunais, instituições correcionais e outros escritórios."
3068,Instituições Correcionais,Administração Governamental > Administração da Justiça > Instituições Correcionais,"Esse setor inclui entidades governamentais que gerenciam e operam instituições correcionais projetadas para o confinamento, correção e reabilitação de criminosos adultos e/ou juvenis condenados por um tribunal."
3065,Tribunais de Justiça,Administração Governamental > Administração da Justiça > Tribunais de Justiça,"Essa indústria inclui tribunais civis (exceto os indianos americanos e os tribunais tribais nativos do Alasca, que estão em uma indústria separada)."
3070,Proteção contra Incêndios,Administração Governamental > Administração da Justiça > Proteção contra Incêndios,Esse setor inclui entidades governamentais que oferecem combate a incêndios e outras atividades relacionadas à proteção contra incêndio.
77,Aplicação da Lei,Administração Governamental > Administração da Justiça > Aplicação da Lei,"Esse setor inclui entidades governamentais que reforçam o direito criminal e civil, fornecem atividade policial, segurança no trânsito e outras atividades relacionadas à execução da lei e preservação da ordem."
78,Segurança Pública,Administração Governamental > Administração da Justiça > Segurança Pública,"Essa indústria inclui entidades governamentais que fornecem ordem e segurança públicas (exceto tribunais, proteção policial, consultor jurídico e acusação, instituições correcionais, escritórios de liberdade condicional, escritórios de liberdade condicional, conselhos de perdão e proteção contra incêndio)."
2375,Programas Econômicos,Administração Governamental > Programas Econômicos,Esse setor inclui entidades governamentais que administram programas econômicos.
3085,Programas de Transporte,Administração Governamental > Programas Econômicos > Programas de Transporte,"Esse setor inclui entidades governamentais que se concentram na administração, regulamentação, licenciamento, planejamento, inspeção e investigação de serviços e instalações de transporte, incluindo licenciamento de veículos a motor e operadores, a Guarda Costeira (exceto a Academia da Guarda Costeira, que está em uma indústria separada"
3086,Administração de Sistemas Utilitários,Administração Governamental > Programas Econômicos > Administração de Sistemas Utilitários,"Essa indústria inclui entidades governamentais que se concentram na administração, regulamentação, licenciamento e inspeção de serviços públicos, como comunicações, energia elétrica (incluindo fósseis, Nucleares, solares, água e vento), abastecimento de gás e água e esgoto."
388,Programas de Qualidade Ambiental,Administração Governamental > Programas de Qualidade Ambiental,Esse setor inclui entidades governamentais que administram Programas de Qualidade Ambiental.
2366,"Gerenciamento de Programas de Ar, Água e Resíduos","Administração Governamental > Programas de Qualidade Ambiental > Gerenciamento de Programas de Ar, Água e Resíduos","Esse setor inclui entidades governamentais que se concentram na administração, regulamentação ou aplicação de programas relacionados a um ou mais dos seguintes: 1. Recursos aéreos e hídricos;"
2368,Programas de Conservação,Administração Governamental > Programas de Qualidade Ambiental > Programas de Conservação,"Essa indústria inclui entidades governamentais que se concentram na administração, regulamentação, supervisão e controle do uso da terra, incluindo áreas recreativas;"
2353,Saúde e Serviços Humanos,Administração Governamental > Saúde e Serviços Humanos,Este setor inclui entidades governamentais que administram programas de recursos humanos.
69,Programas de Administração de Educação,Administração Governamental > Saúde e Serviços Humanos > Programas de Administração de Educação,"Esse setor inclui entidades governamentais que coordenam, planejam, supervisionam e administram fundos, políticas, atividades, relatórios estatísticos, coleta de dados e programas centralizados para administração educacional."
2360,Programas de Assistência Pública,Administração Governamental > Saúde e Serviços Humanos > Programas de Assistência Pública,"Esse setor inclui entidades governamentais que planejam, administram e coordenam programas para assistência pública, serviço social e atividades de bem -estar, incluindo seguridade social, seguro de invalidez, Medicare, seguro -desemprego e programas de compensação dos trabalhadores."
2358,Saúde Pública,Administração Governamental > Saúde e Serviços Humanos > Saúde Pública,"Esse setor inclui entidades governamentais que planejam, administram e coordenam programas e serviços de saúde pública, incluindo atividades de saúde ambiental, saúde mental, programas de saúde categórica, estatísticas de saúde e serviços de imunização."
2369,Habitação e Desenvolvimento Comunitário,Administração Governamental > Habitação e Desenvolvimento Comunitário,"Esse setor inclui entidades governamentais que administram programas para moradia, planejamento urbano e desenvolvimento comunitário."
2374,Desenvolvimento Comunitário e Planejamento Urbano,Administração Governamental > Habitação e Desenvolvimento Comunitário > Desenvolvimento Comunitário e Planejamento Urbano,"Essa indústria inclui entidades governamentais que se concentram na administração e planejamento do desenvolvimento de áreas urbanas e rurais, incluindo conselhos de zoneamento e comissões do governo."
3081,Programas Habitacionais,Administração Governamental > Habitação e Desenvolvimento Comunitário > Programas Habitacionais,Este setor inclui entidades governamentais que planejam e administram programas habitacionais.
2391,Assuntos Militares e Internacionais,Administração Governamental > Assuntos Militares e Internacionais,Esse setor inclui entidades governamentais que administram programas de segurança nacional e assuntos internacionais.
71,Forças Armadas,Administração Governamental > Assuntos Militares e Internacionais > Forças Armadas,Esse setor inclui entidades governamentais envolvidas em segurança nacional e atividades relacionadas.
74,Assuntos Internacionais,Administração Governamental > Assuntos Militares e Internacionais > Assuntos Internacionais,Esse setor inclui entidades de governos locais e estrangeiros que se concentram em assuntos internacionais e programas relacionados a outras nações e povos.
79,Escritórios de Política Pública,Administração Governamental > Escritórios de Política Pública,"Esse setor inclui escritórios de executivos do governo, órgãos legislativos, finanças públicas e apoio geral ao governo."
76,Escritórios Executivos,Administração Governamental > Escritórios de Política Pública > Escritórios Executivos,Esse setor inclui entidades governamentais que servem como escritórios de executivos -chefe e seus comitês e comissões consultivas.
72,Escritórios Legislativos,Administração Governamental > Escritórios de Política Pública > Escritórios Legislativos,Essa indústria inclui entidades governamentais que servem como órgãos legislativos e seus comitês e comissões consultivas.
3089, Pesquisa e Tecnologia Espaciais,Administração Governamental > Pesquisa e Tecnologia Espaciais,"Esse setor inclui entidades governamentais que administram e operam voos espaciais, pesquisa espacial, exploração espacial e centros de voo espacial."
1905,Empresas controladoras,Empresas controladoras,Esse setor inclui entidades que possuem interesses de capital em empresas e empresas com o objetivo de possuir um interesse controlador ou influenciar as decisões de gerenciamento.
14,Hospitais e Assistência Médica,Hospitais e Assistência Médica,Esse setor inclui entidades que fornecem assistência social relacionada à saúde e à saúde para indivíduos.
2115,Serviços Comunitarios,Hospitais e Assistência Médica > Serviços Comunitários,"Este setor inclui entidades oferece abrigo de emergência de curto prazo, abrigo residencial temporário, habitação de transição, construção de voluntários ou reparo de moradias de baixo custo;"
2112,Serviços para Idosos e Deficientes,Hospitais e Assistência Médica > Serviços Comunitários > Serviços para Idosos e Deficientes,Este setor inclui entidades que fornecem serviços para apoio aos idosos e deficientes.
2081,Hospitais,Hospitais e Assistência Médica > Hospitais,"Esse setor inclui entidades que fornecem serviços variados de medicina, diagnóstico e tratamento que incluem médico, enfermagem e outros serviços de saúde para pacientes internados."
88,Serviços Individuais e Familiares,Hospitais e Assistência Médica > Serviços Individuais e Familiares,"Essa indústria inclui entidades que fornecem assistência social não -residencial a crianças e jovens, idosos, pessoas com deficiência e todos os outros indivíduos e famílias."
2128,Serviços de Creche para Crianças,Hospitais e Assistência Médica > Serviços Individuais e Familiares > Serviços de Creche para Crianças,Esse setor inclui entidades que fornecem cuidados diurnos de bebês ou crianças que não estão na escola e também podem oferecer programas educacionais pré-jardineiros e/ou jardim de infância.
2122,Serviços de Emergência e Socorro,Hospitais e Assistência Médica > Serviços Individuais e Familiares > Serviços de Emergência e Socorro,"Essa indústria inclui entidades que fornecem alimentos, abrigo, roupas, alívio médico, reassentamento e aconselhamento às vítimas de desastres ou conflitos nacionais ou internacionais (por exemplo, guerras)."
2125,Serviços de Reabilitação Profissional,Hospitais e Assistência Médica > Serviços Individuais e Familiares > Serviços de Reabilitação Profissional,"Esse setor inclui entidades que fornecem serviços de reabilitação ou habilitação profissional, como aconselhamento para empregos, treinamento de trabalho e experiência de trabalho, para pessoas desempregadas e subempregadas, pessoas com deficiência e pessoas que têm uma desvantagem no mercado de trabalho devido à falta de educação, habilidade no trabalho"
13,Práticas Médicas,Hospitais e Assistência Médica > Práticas Médicas,Esse setor inclui Práticas Médicas individuais que prestam serviços de saúde direta ou indiretamente a pacientes ambulatoriais.
125,Medicina Alternativa,Hospitais e Assistência Médica > Práticas Médicas > Medicina Alternativa,"Esse setor inclui profissionais de saúde independentes, incluindo acupunturistas, hipnoterapeutas, homeopatas e naturopatas."
2077,Serviços de Ambulância,Hospitais e Assistência Médica > Práticas Médicas > Serviços de Ambulância,"Esse setor inclui entidades que fornecem o transporte de pacientes por solo ou ar, juntamente com os cuidados médicos."
2048,Quiropratas,Hospitais e Assistência Médica > Práticas Médicas > Quiropratas,Essa indústria inclui profissionais de saúde com o grau de D.C. (Doutor em Quiropraxia) praticando terapia quiroprática.
2045,Dentistas,Hospitais e Assistência Médica > Práticas Médicas > Dentistas,Este setor inclui profissionais de saúde com o grau de D.M.D.
2060,Centros de Planejamento Familiar,Hospitais e Assistência Médica > Práticas Médicas > Centros de Planejamento Familiar,"Esse setor inclui entidades com funcionários médicos que fornecem uma gama de serviços de planejamento familiar em um paciente ambulatorial, como serviços contraceptivos, aconselhamento genético e pré -natal, esterilização voluntária e rescisão terapêutica e induzida clinicamente da gravidez."
2074,Serviços de Saúde à Domicílio,Hospitais e Assistência Médica > Práticas Médicas > Serviços de Saúde à Domicílio,"Este setor inclui entidades que fornecem serviços de enfermagem qualificados em casa, juntamente com uma variedade do seguinte: Serviços de Cuidados Pessoais;"
2069,Laboratórios Médicos e Diagnósticos,Hospitais e Assistência Médica > Práticas Médicas > Laboratórios Médicos e de Diagnósticos,"Esse setor inclui laboratórios médicos e de diagnóstico que fornecem serviços analíticos ou de diagnóstico, incluindo análise de fluidos corporais e imagem de diagnóstico, geralmente à profissão médica ou ao paciente em encaminhamento de um profissional de saúde."
139,Cuidados de Saúde Mental,Hospitais e Assistência Médica > Práticas Médicas > Cuidados de Saúde Mental,"Esta indústria inclui profissionais independentes de saúde mental (exceto médicos, que estão em uma indústria separada) que diagnosticam e tratam distúrbios mentais, emocionais e comportamentais e/ou disfunção social individual ou em grupo provocada por doenças mentais, abuso de álcool e substâncias, físico e físico e"
2050,Optometristas,Hospitais e Assistência Médica > Práticas Médicas > Optometristas,Este setor inclui profissionais de saúde com o grau de O.D.
2063,Centros de Atendimento Ambulatorial,Hospitais e Assistência Médica > Práticas Médicas > Centros de Atendimento Ambulatorial,"Esse setor inclui entidades com funcionários médicos que fornecem atendimento ambulatorial geral ou especializado (exceto centros de planejamento familiar e centros de saúde mental e abuso de substâncias ambulatoriais, que estão em indústrias separadas)."
2054,"Terapeutas Físicos, Ocupacionais e Fonoaudiólogos","Hospitais e Assistência Médica > Práticas Médicas > Terapeutas Físicos, Ocupacionais e Fonoaudiólogos","Este setor inclui profissionais de saúde independentes que prestam serviços de fisioterapia a pacientes que precisam de prevenção, bem -estar ou serviços de condicionamento físico;"
2040,Médicos,Hospitais e Assistência Médica > Práticas Médicas > Médicos,Este setor inclui profissionais de saúde com o grau de M.D. (Doutor em Medicina) ou D.O.
2091,Casas de Repouso e Instalações de Cuidados Residenciais,Hospitais e Assistência Médica > Casas de Repouso e Instalações de Cuidados Residenciais,"Esse setor inclui entidades que prestam cuidados residenciais combinados com enfermagem, supervisão ou outros tipos de atendimento, conforme exigido pelos moradores."
25,Fabricação,Fabricação,"Essa indústria inclui entidades que usam transformação mecânica, física ou química de materiais, substâncias ou componentes para criar novos produtos."
598,Fabricação de Vestuário,Fabricação > Fabricação de Vestuário,"Essa indústria inclui entidades que compram tecido e cortam e costuram para fazer uma roupa, e aquelas que primeiro tricotaram o tecido e depois cortam e costuram para fazer uma roupa."
615,Fabricação de acessórios de moda,Fabricação > Fabricação de Vestuário > Fabricação de Acessórios de Moda,"Essa indústria inclui entidades que fabricam vestuário e acessórios (exceto fábricas de tricô de vestuário e vestuário de corte e costura, que estão em indústrias separadas), incluindo empregos que desempenham funções empreendedoras na fabricação de acessórios de vestuário."
112,"Fabricação de Eletrodomésticos, Aparelhos Elétricos e Eletrônicos","Fabricação > Fabricação de Eletrodomésticos, Aparelhos Elétricos e Eletrônicos","Essa indústria inclui entidades que fabricam produtos que geram, distribuem e usam energia elétrica, incluindo pequenos e principais aparelhos elétricos e peças;"
998,Fabricação de Equipamentos de Iluminação Elétrica,"Fabricação > Fabricação de Eletrodomésticos, Aparelhos Elétricos e Eletrônicos > Fabricação de Equipamentos de Iluminação Elétrica","Esta indústria inclui entidades que fabricam 1. Lâmpadas e tubos elétricos e peças e componentes (exceto espaços em branco de vidro para lâmpadas elétricas, que estão em indústrias separadas) ou 2. Fixagens de iluminação elétrica (exceto veículos, que estão em uma indústria separada)"
2468,Fabricação de Equipamentos Elétricos,"Fabricação > Fabricação de Eletrodomésticos, Aparelhos Elétricos e Eletrônicos > Fabricação de Equipamentos Elétricos","Esta indústria inclui entidades que fabricam energia, distribuição e transformadores de especialidade;"
3255,Fabricação de Células de Combustível,"Fabricação > Fabricação de Eletrodomésticos, Aparelhos Elétricos e Eletrônicos > Fabricação de Equipamentos Elétricos > Fabricação de Células de Combustível",Esta indústria inclui entidades que fabricam dispositivos de conversão eletroquímicos que convertem energia química de fontes de combustível em eletricidade.
1005,Fabricação de Eletrodomésticos,"Fabricação > Fabricação de Eletrodomésticos, Aparelhos Elétricos e Eletrônicos > Fabricação de Eletrodomésticos","Esta indústria inclui entidades que fabricam pequenos aparelhos elétricos, utensílios domésticos elétricos e grandes eletrodomésticos."
54,Fabricação de Produtos Químicos,Fabricação > Fabricação de Produtos Químicos,Essa indústria inclui entidades que transformam matérias -primas orgânicas e inorgânicas por um processo químico e formulam produtos.
709,Fabricação de Produtos Químicos Agrícolas,Fabricação > Fabricação de Produtos Químicos > Fabricação de Produtos Químicos Agrícolas,Esta indústria inclui entidades que fabricam: 1. Materiais de fertilizantes nitrogenados ou fosfáticos com ou sem misturar com outros ingredientes em fertilizantes;
703,Fabricação de Borracha Artificial e Fibra Sintética,Fabricação > Fabricação de Produtos Químicos > Fabricação de Borracha Artificial e Fibra Sintética,"Essa indústria inclui entidades que fabricam resinas sintéticas, materiais de plásticos e elastômeros não vulanizáveis e resinas de mistura e mistura;"
690,Fabricação de Matérias-primas Químicas,Fabricação > Fabricação de Produtos Químicos > Fabricação de Matérias-primas Químicas,"Essa indústria inclui entidades que fabricam produtos químicos usando processos básicos, como rachaduras e destilação térmicas."
722,"Fabricação de Pinturas, Revestimentos e Adesivos","Fabricação > Fabricação de Produtos Químicos > Fabricação de Pinturas, Revestimentos e Adesivos","Essa indústria inclui entidades que misturam pigmentos, solventes e ligantes em tintas e outros revestimentos, bem como aqueles que fabricam produtos de tinta aliada, adesivos, colas e compostos de calafetagem."
18,Fabricação de Produtos para Cuidados Pessoais,Fabricação > Fabricação de Produtos Químicos > Fabricação de Produtos para Cuidados Pessoais,"Esta indústria inclui entidades que preparam, mistura, compostos e preparações de higiene pessoal, como perfumes, preparações de barbear, preparações para o cabelo, cremes para o rosto, loções (incluindo filtros solares) e outras preparações cosméticas."
15,Fabricação Farmacêutica,Fabricação > Fabricação de Produtos Químicos > Fabricação Farmacêutica,Este setor inclui entidades que: 1. Fabricar produtos biológicos e medicinais;
727,Fabricação de Sabão e Produtos de Limpeza,Fabricação > Fabricação de Produtos Químicos > Fabricação de Sabão e Produtos de Limpeza,"Essa indústria inclui entidades que fabricam e pacotes sabonetes e outros compostos de limpeza, agentes ativos de superfície e agentes de acabamento têxteis e de couro usados para reduzir a tensão ou acelerar o processo de secagem."
3251,Fabricação de produtos de tecnologia climática,Fabricação > Fabricação de produtos de tecnologia climática,"Essa indústria inclui entidades que pesquisam, desenvolvem e produzem tecnologias para a geração de energia renovável, células de combustível alternativas e carbono sequestrando e outros gases de efeito estufa da atmosfera."
24,Fabricação de Computadores e Eletrônicos,Fabricação > Fabricação de Computadores e Eletrônicos,"Esse setor inclui entidades que fabricam computadores, periféricos de computadores, equipamentos de comunicação e produtos eletrônicos similares e entidades que fabricam componentes para esses produtos."
973,Fabricação de Equipamentos de Áudio e Vídeo,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Equipamentos de Áudio e Vídeo,"Esta indústria inclui entidades que fabricam equipamentos eletrônicos de áudio e vídeo para entretenimento doméstico, veículos a motor e amplificação de endereços públicos e instrumentos musicais."
964,Fabricação de Equipamentos de Comunicação,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Equipamentos de Comunicação,"Esse setor inclui entidades que fabricam equipamentos de comunicação, como equipamentos de telefone e comunicação de dados e equipamentos de transmissão de rádio ou televisão e comunicações sem fio."
3,Fabricação de Hardware de Computadores,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Hardware de Computadores,"Esse setor inclui entidades que fabricam ou montam computadores eletrônicos, como mainframes, computadores pessoais, estações de trabalho, laptops e servidores de computador;"
3245,Fabricação de Hardware Acessível,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Hardware de Computadores > Fabricação de Hardware Acessível,"Este setor inclui entidades que fabricam ou montam hardware de acessibilidade ao computador, como dispositivos de apontamento eletrônico, telas de toque e teclados adaptáveis."
994,Fabricação de Mídia Magnética e Óptica,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Mídia Magnética e Óptica,"Esta indústria inclui entidades que fabricam meios ópticos e magnéticos, como fitas de áudio em branco, fitas de vídeo em branco e disquetes em branco e/ou duplicata em massa (como fazer cópias) áudio, vídeo, software e outros dados sobre magnéticos, ópticos"
983,Fabricação de Instrumentos de Medição e Controle,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Instrumentos de Medição e Controle,"Esta indústria inclui entidades que fabricam instrumentos de navegação, medição, eletromédica e controle."
3254,Fabricação de Medidores Inteligentes,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Instrumentos de Medição e Controle > Fabricação de Medidores Inteligentes,Esse setor inclui entidades que fabricam dispositivos de medição eletrônica que medem e registram o uso de utilidades em tempo real e permitem a comunicação bidirecional com os provedores de serviços públicos.
7,Fabricação de Semicondutores,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Semicondutores,Este setor inclui entidades que fabricam semicondutores e outros componentes para aplicações eletrônicas.
144,Fabricação de Semicondutores de Energia Renovável,Fabricação > Fabricação de Computadores e Eletrônicos > Fabricação de Semicondutores > Fabricação de Semicondutores de Energia Renovável,Essa indústria inclui entidades que fabricam semicondutores e outros componentes para uso em células fotovoltaicas e outras aplicações de energia renovável.
840,Produtos Metálicos Fabricados,Fabricação > Produtos Metálicos Fabricados,Essa indústria inclui entidades que transformam metal em produtos intermediários ou finais ou tratam metais e produtos formados em metal fabricados em outros lugares.
852,Fabricação de Metais Arquitetônicos e Estruturais,Fabricação > Produtos Metálicos Fabricados > Fabricação de Metais Arquitetônicos e Estruturais,"Esta indústria inclui entidades que fabricam um ou mais dos seguintes: 1. Edifícios de metal pré -fabricados, painéis e seções;"
861,"Fabricação de Caldeiras, Tanques e Contêineres","Fabricação > Produtos Metálicos Fabricados > Fabricação de Caldeiras, Tanques e Contêineres",Esta indústria inclui entidades que: 1. Fabricar caldeiras de energia e trocadores de calor;
871,Fabricação de Ferragens para Construção,Fabricação > Produtos Metálicos Fabricados > Fabricação de Ferragens para Construção,"Essa indústria inclui entidades que fabricam hardware de metal, como dobradiças de metal, alças de metal, chaves e bloqueios (exceto bloqueios de moedas ou de tempo, que estão em indústrias separadas)."
849,Fabricação de Cutelaria e Ferramentas Manuais,Fabricação > Produtos Metálicos Fabricados > Fabricação de Cutelaria e Ferramentas Manuais,"Esta indústria inclui entidades que fabricam um ou mais dos seguintes: 1. Metal Kitchen Cookware (exceto por fundição (por exemplo, frigideiras de ferro fundido) ou carimbado sem fabricação adicional), utensílios e/ou talheres e talheres de metal com banheiros preciosos e não preciosos;"
883,Tratamentos de Metais,Fabricação > Produtos Metálicos Fabricados > Tratamentos de Metais,Este setor inclui entidades que realizam um ou mais dos seguintes serviços para metais e produtos de metal: 1. Tratamento térmico;
887,"Fabricação de Válvulas, Bolas e Rolos de Metal","Fabricação > Produtos Metálicos Fabricados > Fabricação de Válvulas, Bolas e Rolos de Metal","Esta indústria inclui entidades que fabricam Produtos Metálicos Fabricados como válvulas, bolas e rolos (exceto esquecedores e estampagem, talheres e ferramentas manuais, metais arquitetônicos e estruturais, caldeiras, tanques, contêineres, hardware, produtos de mola e arame, produtos para lojas de máquina, transformados"
873,Fabricação de Produtos de Mola e Arame,Fabricação > Produtos Metálicos Fabricados > Fabricação de Produtos de Mola e Arame,"Essa indústria inclui entidades que fabricam molas de aço por formação, como corte, flexão e enrolamento de calor, barra de metal ou estoque de tira e/ou molas de arame e produtos de arame fabricados a partir de arame desenhado em outros lugares (exceto relógios e molas de relógio, que estão em separado"
876,Fabricação de Produtos Torneados e Fixadores,Fabricação > Produtos Metálicos Fabricados > Fabricação de Produtos Torneados e Fixadores,Este setor inclui entidades envolvidas em um dos seguintes: 1. Oficinas de máquinas operacionais para usinar peças de metal e plástico e partes de outros materiais compostos em uma base de trabalho ou pedido;
23,Fabricação de Alimentos e Bebidas,Fabricação > Fabricação de Alimentos e Bebidas,"Esse setor inclui entidades que transformam produtos de gado e agrícola em produtos para consumo intermediário ou final, normalmente vendidos a atacadistas ou varejistas para distribuição aos consumidores;"
562,Cervejarias,Fabricação > Fabricação de Alimentos e Bebidas > Cervejarias,"Esta indústria inclui entidades que fabricam cerveja, cerveja, cerveja, licores de malte e cerveja não alcoólica."
564,Destilarias,Fabricação > Fabricação de Alimentos e Bebidas > Destilarias,"Esse setor inclui entidades que destilam licores potáveis (exceto Brandies, que estão em uma indústria separada), destilar e misturar licores e/ou misturar e misturar licores e outros ingredientes."
2500,Vinícolas,Fabricação > Fabricação de Alimentos e Bebidas > Vinícolas,Este setor inclui entidades que se concentram em um ou mais dos seguintes: 1. Grapes em crescimento e vinhos de fabricação e brandies;
481,Fabricação de Alimentos para Animais,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Alimentos para Animais,"Essa indústria inclui entidades que fabricam alimentos e alimentos para animais de ingredientes, como grãos, produtos de fábrica de oleaginosas e produtos de carne."
529,Fabricação de Produtos de Panificação,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Produtos de Panificação,Esta indústria inclui entidades que: 1. Fabricar pão fresco e congelado e outros produtos de padaria;
142,Fabricação de Bebidas,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Bebidas,Esta indústria inclui entidades que fabricam refrigerantes e gelo;
65,Fabricação de Produtos Lácteos,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Produtos Lácteos,"Esta indústria inclui entidades que fabricam produtos lácteos a partir de leite cru, leite processado e substitutos de laticínios."
504,Fabricação de Conservas de Frutas e Vegetais,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Conservas de Frutas e Vegetais,"Essa indústria inclui entidades que congelam alimentos e usam processos de preservação, como decapagem, conservas e desidratação."
521,Fabricação de Produtos de Carne,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Produtos de Carne,"Essa indústria inclui entidades que matam animais, preparam carnes processadas e subprodutos de carne e renderizam e/ou refinam gordura animal, ossos e restos de carne."
528,Fabricação de Produtos de Frutos do Mar,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Produtos de Frutos do Mar,Esta indústria inclui entidades que: 1. Os frutos do mar podem (incluindo sopa);
495,Fabricação de Produtos de Açúcar e Confeitaria,Fabricação > Fabricação de Alimentos e Bebidas > Fabricação de Produtos de Açúcar e Confeitaria,"Essa indústria inclui entidades que processam insumos agrícolas, como cana -de -açúcar, beterraba e cacau, para dar origem a um novo produto (açúcar ou chocolate) e aqueles que começam com açúcar e chocolate e processam -os ainda mais."
26,Fabricação de Móveis e Artigos de Decoração,Fabricação > Fabricação de Móveis e Artigos de Decoração,"Essa indústria inclui entidades que fabricam móveis e artigos relacionados, como colchões, persianas, armários e acessórios."
1080,Fabricação de Móveis Domésticos e Institucionais,Fabricação > Fabricação de Móveis e Artigos de Decoração > Fabricação de Móveis Domésticos e Institucionais,"Essa indústria inclui entidades que fabricam móveis do tipo doméstico, como sala de estar, móveis de cozinha e quarto e móveis institucionais (como edifícios públicos), como móveis para escolas, teatros e igrejas."
1095,Fabricação de Colchões e Persianas,Fabricação > Fabricação de Móveis e Artigos de Decoração > Fabricação de Colchões e Persianas,"Essa indústria inclui entidades que fabricam produtos relacionados a móveis, como colchões, persianas e tons."
1090,Fabricação de Móveis e utensílios de Escritório,Fabricação > Fabricação de Móveis e Artigos de Decoração > Fabricação de Móveis e utensílios de Escritório,Esse setor inclui entidades que fabricam móveis de escritório e/ou escritório e armazenam acessórios em uma base ou personalizada que possam ser montados ou desmontados (como knockdown).
145,"Fabricação de Vidro, Cerâmica e Concreto","Fabricação > Fabricação de Vidro, Cerâmica e Concreto","Essa indústria inclui entidades que transformam minerais não metálicos extraídos ou extraídos, como materiais de areia, cascalho, pedra, argila e refratários, em produtos para consumo intermediário ou final."
799,Fabricação de Abrasivos e Minerais Não-Metálicos,"Fabricação > Fabricação de Vidro, Cerâmica e Concreto > Fabricação de Abrasivos e Minerais Não-Metálicos","Essa indústria inclui entidades que fabricam produtos minerais não metálicos (exceto produtos de argila, produtos refratários, produtos de vidro, produtos de cimento e concreto, produtos e produtos de gesso, que estão em indústrias separadas)."
773,Fabricação de Produtos de Argila e Refratários,"Fabricação > Fabricação de Vidro, Cerâmica e Concreto > Fabricação de Produtos de Argila e Refratários","Essa indústria inclui entidades que moldam, mofo, esmalte e cerâmica de fogo, cerâmica e acessórios de encanamento e suprimentos elétricos feitos inteiramente ou parcialmente de argila ou outros materiais ou formas de cerâmica, molde, assar, queimaduras ou argila endurecem, refratários de não -clay"
779,Fabricação de Produtos de Vidro,"Fabricação > Fabricação de Vidro, Cerâmica e Concreto > Fabricação de Produtos de Vidro","Essa indústria inclui entidades que fabricam produtos de vidro e/ou vidro, derretendo areia de sílica ou cerveja ou de vidro comprado."
794,Fabricação de Produtos de Cal e Gesso,"Fabricação > Fabricação de Vidro, Cerâmica e Concreto > Fabricação de Produtos de Cal e Gesso","Essa indústria inclui entidades que fabricam cal calcíssico calcítico, calcário dolomítico ou outros materiais calcários ou produtos de gesso de fabricação."
616,Fabricação de Produtos de Couro,Fabricação > Fabricação de Produtos de Couro,"Essa indústria inclui entidades que se transformam em couro, bronzeando ou curando e fabricando o couro em produtos (exceto vestuário, que está em uma indústria separada)."
622,Fabricação de Calçados,Fabricação > Fabricação de Produtos de Couro > Fabricação de Calçados,"Essa indústria inclui entidades que fabricam calçados (exceto calçados de extensão ortopédica, que estão em uma indústria separada)."
625,Fabricação de Bolsas Femininas,Fabricação > Fabricação de Produtos de Couro > Fabricação de Bolsas Femininas,"Esse setor inclui entidades que fabricam bolsas femininas e bolsas de qualquer material (exceto metal precioso, que está em uma indústria separada)."
55,Fabricação de Maquinários,Fabricação > Fabricação de Maquinários,"Esse setor inclui entidades que criam produtos finais que aplicam força mecânica, por exemplo, a aplicação de engrenagens e alavancas, para realizar o trabalho."
